,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1567,35,admin.,married,7,1,yes,no,telephone,may,thu,379,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1568,38,technician,divorced,6,1,yes,no,telephone,may,thu,287,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1570,30,blue-collar,married,2,1,no,no,telephone,may,thu,126,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1571,42,admin.,single,7,1,no,no,telephone,may,thu,172,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1572,27,technician,single,4,1,yes,no,telephone,may,thu,43,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1573,39,retired,single,4,1,no,no,telephone,may,thu,109,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1574,38,admin.,married,4,1,yes,no,telephone,may,thu,191,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1575,30,management,married,7,1,yes,no,telephone,may,thu,117,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1576,52,housemaid,married,7,1,yes,no,telephone,may,thu,64,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1577,38,admin.,married,4,1,yes,no,telephone,may,thu,260,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1578,54,technician,married,3,1,no,no,telephone,may,thu,207,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1579,29,admin.,single,7,1,yes,no,telephone,may,thu,128,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1580,32,blue-collar,married,3,2,no,no,telephone,may,fri,180,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1581,28,admin.,married,4,1,no,no,telephone,may,fri,144,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1582,30,admin.,married,4,1,yes,no,telephone,may,fri,110,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1583,44,technician,married,6,2,no,yes,telephone,may,fri,203,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1584,37,blue-collar,married,1,1,no,no,telephone,may,fri,85,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1585,48,admin.,married,6,2,yes,no,telephone,may,fri,211,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1586,25,blue-collar,married,6,2,no,no,telephone,may,fri,94,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1587,49,blue-collar,married,1,2,no,no,telephone,may,fri,122,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1588,60,technician,married,7,2,yes,no,telephone,may,fri,175,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1589,29,admin.,single,4,1,no,no,telephone,may,fri,132,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1590,55,technician,married,3,2,unknown,unknown,telephone,may,fri,130,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1591,41,blue-collar,married,3,2,yes,no,telephone,may,fri,208,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1592,39,services,single,4,1,no,no,telephone,may,fri,346,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1593,39,management,married,4,1,no,no,telephone,may,fri,205,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1594,31,admin.,married,7,1,yes,no,telephone,may,fri,218,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1595,38,services,married,4,1,no,no,telephone,may,fri,62,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1596,32,technician,married,7,1,yes,no,telephone,may,fri,93,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1597,53,housemaid,divorced,2,2,unknown,unknown,telephone,may,fri,85,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1598,37,admin.,married,4,1,unknown,unknown,telephone,may,fri,97,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1599,34,self-employed,married,6,1,unknown,unknown,telephone,may,fri,252,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1600,31,admin.,married,4,1,yes,yes,telephone,may,fri,286,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1601,39,unemployed,married,4,1,no,no,telephone,may,fri,241,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1602,39,unemployed,married,4,1,yes,no,telephone,may,fri,283,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1603,39,unemployed,married,4,1,yes,no,telephone,may,fri,380,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1605,30,blue-collar,married,1,1,no,no,telephone,may,fri,371,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1606,32,blue-collar,married,6,1,no,no,telephone,may,fri,274,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1607,37,technician,married,3,1,no,no,telephone,may,fri,71,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1608,27,blue-collar,married,7,1,no,yes,telephone,may,fri,357,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1610,33,blue-collar,single,3,1,yes,no,telephone,may,fri,215,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1611,47,blue-collar,single,1,1,no,no,telephone,may,fri,131,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1612,40,blue-collar,married,3,2,no,no,telephone,may,fri,188,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1613,38,blue-collar,married,1,2,yes,yes,telephone,may,fri,383,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1614,33,services,married,4,2,no,no,telephone,may,fri,483,3,999,0,2,1.1,93.994,-36.4,4.855,5191,yes
1616,51,services,married,4,1,yes,no,telephone,may,fri,57,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1617,41,blue-collar,single,3,1,yes,no,telephone,may,fri,306,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1618,51,blue-collar,married,4,1,no,no,telephone,may,fri,147,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1619,55,services,married,4,1,yes,no,telephone,may,fri,244,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1620,39,admin.,single,4,1,yes,no,telephone,may,fri,59,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1621,37,self-employed,married,3,1,yes,yes,telephone,may,fri,24,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1622,39,blue-collar,married,3,1,yes,no,telephone,may,fri,85,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1623,33,management,married,7,1,no,yes,telephone,may,fri,70,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1624,33,management,married,7,1,no,no,telephone,may,fri,21,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1626,55,technician,married,3,2,yes,no,telephone,may,fri,327,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1627,53,blue-collar,married,3,2,yes,no,telephone,may,fri,267,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1628,36,services,married,2,1,no,no,telephone,may,fri,296,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1629,40,services,married,4,1,no,no,telephone,may,fri,307,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1630,37,technician,single,6,1,no,no,telephone,may,fri,120,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1631,56,housemaid,divorced,4,1,no,no,telephone,may,fri,390,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1632,32,admin.,married,4,1,yes,no,telephone,may,fri,83,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1634,28,services,married,4,2,no,no,telephone,may,fri,143,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1635,30,blue-collar,married,3,1,yes,no,telephone,may,fri,198,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1636,45,management,married,1,2,yes,no,telephone,may,fri,100,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1638,32,student,single,7,1,no,no,telephone,may,fri,21,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1639,39,unemployed,single,3,2,yes,no,telephone,may,fri,254,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1640,56,services,married,1,2,yes,yes,telephone,may,fri,166,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1641,31,blue-collar,married,3,1,no,no,telephone,may,fri,93,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1642,20,entrepreneur,single,4,1,no,no,telephone,may,fri,217,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1643,42,blue-collar,married,2,1,no,no,telephone,may,fri,134,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1644,46,admin.,married,7,1,yes,yes,telephone,may,fri,375,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1645,28,technician,single,7,2,no,no,telephone,may,fri,352,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1646,41,admin.,single,7,1,no,no,telephone,may,fri,45,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1647,33,admin.,divorced,3,1,no,no,telephone,may,fri,93,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1648,43,admin.,married,7,2,yes,no,telephone,may,fri,165,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1649,43,admin.,married,7,2,no,no,telephone,may,fri,266,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1650,47,unemployed,married,4,2,yes,no,telephone,may,fri,237,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1651,24,technician,single,6,1,no,no,telephone,may,fri,410,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1652,31,blue-collar,married,1,1,no,no,telephone,may,fri,157,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1653,25,services,divorced,4,1,no,no,telephone,may,fri,72,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1654,35,blue-collar,married,2,1,unknown,unknown,telephone,may,fri,171,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1655,58,blue-collar,married,1,2,no,no,telephone,may,fri,70,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1657,35,blue-collar,married,3,1,no,no,telephone,may,fri,131,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1658,25,admin.,married,4,1,no,no,telephone,may,fri,498,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1659,31,blue-collar,married,1,1,no,no,telephone,may,fri,514,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1660,39,admin.,married,3,1,no,no,telephone,may,fri,127,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1661,39,blue-collar,married,2,2,yes,yes,telephone,may,fri,162,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1662,37,blue-collar,married,3,1,yes,yes,telephone,may,fri,198,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1664,45,unemployed,married,4,2,yes,no,telephone,may,fri,239,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1665,30,blue-collar,married,3,1,yes,yes,telephone,may,fri,117,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1666,60,retired,married,4,1,no,no,telephone,may,fri,155,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1667,37,admin.,divorced,7,1,no,no,telephone,may,fri,18,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1668,28,services,single,4,1,yes,yes,telephone,may,fri,386,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1669,45,admin.,married,3,2,yes,no,telephone,may,fri,138,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1670,31,entrepreneur,single,3,1,no,no,telephone,may,fri,341,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1671,49,unemployed,single,6,2,no,no,telephone,may,fri,339,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1672,46,unknown,married,1,2,no,no,telephone,may,fri,232,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1673,36,services,divorced,7,1,no,no,telephone,may,fri,208,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1674,33,technician,divorced,6,1,yes,no,telephone,may,fri,44,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1675,27,services,single,4,2,no,no,telephone,may,fri,75,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1676,60,retired,married,7,2,no,no,telephone,may,fri,485,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1677,60,retired,married,7,2,yes,no,telephone,may,fri,576,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1678,27,services,single,4,2,no,no,telephone,may,fri,280,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1679,39,blue-collar,married,4,1,yes,no,telephone,may,fri,480,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1680,39,services,married,4,1,yes,no,telephone,may,fri,86,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1681,35,unknown,single,1,2,no,no,telephone,may,fri,121,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1682,56,admin.,single,4,1,no,no,telephone,may,fri,93,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1683,39,admin.,married,7,1,yes,no,telephone,may,fri,238,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1684,35,entrepreneur,married,3,1,no,no,telephone,may,fri,399,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1685,35,technician,divorced,4,1,no,no,telephone,may,fri,93,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1686,58,management,married,7,2,yes,no,telephone,may,fri,106,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1687,29,management,single,7,1,yes,no,telephone,may,fri,123,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1688,32,blue-collar,married,4,1,no,yes,telephone,may,fri,92,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1689,35,management,married,7,1,yes,yes,telephone,may,fri,219,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1691,31,technician,married,6,1,no,no,telephone,may,fri,114,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1693,39,blue-collar,divorced,3,1,yes,no,telephone,may,fri,249,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1694,49,blue-collar,married,2,2,yes,no,telephone,may,fri,210,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1695,31,admin.,married,4,1,no,no,telephone,may,fri,187,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1696,31,admin.,married,4,2,no,no,telephone,may,fri,172,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1697,49,blue-collar,married,1,1,no,no,telephone,may,fri,122,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1698,49,blue-collar,married,1,1,no,no,telephone,may,fri,207,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1699,31,entrepreneur,married,3,2,no,no,telephone,may,fri,136,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1700,36,management,married,3,1,no,no,telephone,may,fri,117,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1701,52,management,married,6,1,no,no,telephone,may,fri,393,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1702,37,blue-collar,single,7,2,no,no,telephone,may,fri,107,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1703,40,blue-collar,divorced,3,1,no,no,telephone,may,fri,25,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1704,36,blue-collar,single,1,1,no,no,telephone,may,fri,136,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1705,34,technician,single,6,2,no,no,telephone,may,fri,384,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1706,39,management,single,7,1,no,no,telephone,may,fri,38,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1707,39,management,single,7,1,no,no,telephone,may,fri,164,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1709,56,services,married,4,2,no,no,telephone,may,fri,331,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1710,29,blue-collar,single,3,1,no,no,telephone,may,fri,479,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1711,39,admin.,married,4,1,no,no,telephone,may,fri,229,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1712,31,technician,married,6,1,no,no,telephone,may,fri,258,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1713,60,management,married,7,2,no,no,telephone,may,fri,490,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1714,39,blue-collar,married,2,1,yes,no,telephone,may,fri,308,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1715,49,admin.,divorced,4,1,yes,no,telephone,may,fri,137,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1716,45,unemployed,married,4,2,no,no,telephone,may,fri,545,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1717,32,blue-collar,married,4,2,yes,no,telephone,may,fri,109,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1718,41,technician,married,4,1,no,no,telephone,may,fri,257,6,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1719,32,services,married,4,1,no,no,telephone,may,fri,213,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1720,46,services,married,6,1,no,no,telephone,may,fri,115,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1722,51,blue-collar,married,3,1,no,no,telephone,may,fri,202,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1723,50,services,single,4,1,no,no,telephone,may,fri,106,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1724,35,admin.,married,6,1,yes,yes,telephone,may,fri,95,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1725,24,services,single,4,1,yes,no,telephone,may,fri,64,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1727,59,admin.,married,7,1,no,yes,telephone,may,fri,186,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1728,33,technician,married,6,1,no,no,telephone,may,fri,205,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1729,36,unemployed,single,1,2,no,no,telephone,may,fri,122,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1730,24,services,single,4,1,no,no,telephone,may,fri,377,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1731,30,blue-collar,single,3,1,yes,no,telephone,may,fri,322,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1732,49,admin.,married,7,2,no,no,telephone,may,fri,208,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1733,38,technician,married,6,1,yes,no,telephone,may,fri,46,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1734,34,admin.,married,7,1,yes,no,telephone,may,fri,211,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1735,25,technician,single,6,1,yes,yes,telephone,may,fri,156,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1736,35,unemployed,married,3,2,no,no,telephone,may,fri,471,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1737,43,entrepreneur,married,4,2,yes,no,telephone,may,fri,206,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1738,36,unemployed,single,1,2,no,no,telephone,may,fri,544,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1739,36,unemployed,single,1,2,no,no,telephone,may,fri,143,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1740,37,technician,married,6,2,yes,no,telephone,may,fri,200,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1741,36,self-employed,married,7,1,no,no,telephone,may,fri,71,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1742,32,admin.,divorced,4,1,yes,no,telephone,may,fri,324,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1743,33,blue-collar,single,4,1,no,no,telephone,may,fri,164,5,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1744,42,services,married,4,1,no,no,telephone,may,fri,137,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1745,37,admin.,married,4,1,yes,yes,telephone,may,fri,87,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1746,35,admin.,married,4,1,no,no,telephone,may,fri,91,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1747,50,admin.,married,4,2,yes,yes,telephone,may,fri,280,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1748,48,admin.,married,4,1,yes,yes,telephone,may,fri,230,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1749,50,management,single,7,1,yes,yes,telephone,may,fri,63,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1750,39,technician,divorced,6,1,yes,no,telephone,may,fri,135,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1751,33,management,single,7,1,no,no,telephone,may,fri,261,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1752,29,admin.,married,4,1,no,no,telephone,may,fri,215,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1753,33,admin.,married,4,1,yes,no,telephone,may,fri,125,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1754,41,admin.,single,7,1,yes,no,telephone,may,fri,391,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1755,46,blue-collar,married,1,1,yes,no,telephone,may,fri,107,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1756,27,services,single,4,2,no,no,telephone,may,fri,108,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1757,42,admin.,single,3,1,no,no,telephone,may,fri,145,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1758,44,admin.,married,4,1,yes,no,telephone,may,fri,142,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1759,37,housemaid,married,4,2,no,yes,telephone,may,fri,106,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1760,24,services,single,4,1,no,yes,telephone,may,fri,134,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1761,30,blue-collar,married,2,2,yes,no,telephone,may,fri,190,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1762,53,management,married,1,1,yes,no,telephone,may,fri,241,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1763,36,entrepreneur,married,7,1,no,yes,telephone,may,fri,180,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1765,49,entrepreneur,married,4,1,no,no,telephone,may,fri,189,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1766,41,blue-collar,married,4,1,yes,no,telephone,may,fri,70,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1768,40,housemaid,married,1,1,yes,yes,telephone,may,fri,62,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1769,49,entrepreneur,married,4,1,no,no,telephone,may,fri,323,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1770,25,admin.,single,4,1,yes,no,telephone,may,fri,111,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1771,34,management,married,7,1,yes,no,telephone,may,fri,197,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1772,34,technician,married,6,1,yes,yes,telephone,may,fri,224,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1773,28,blue-collar,single,2,1,no,no,telephone,may,fri,557,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1774,39,admin.,married,3,1,yes,no,telephone,may,fri,150,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1775,34,technician,married,6,1,no,yes,telephone,may,fri,388,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1776,36,technician,married,6,1,no,no,telephone,may,fri,194,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1777,60,technician,divorced,6,2,yes,no,telephone,may,fri,57,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1778,32,retired,married,4,1,no,no,telephone,may,fri,209,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1779,40,housemaid,divorced,4,1,no,no,telephone,may,fri,188,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1780,56,blue-collar,married,2,2,no,no,telephone,may,fri,342,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1781,36,technician,married,6,1,yes,no,telephone,may,fri,84,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1782,27,entrepreneur,married,7,1,no,no,telephone,may,fri,530,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1783,33,blue-collar,single,3,2,yes,yes,telephone,may,fri,97,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1784,36,technician,married,6,1,no,yes,telephone,may,fri,365,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1785,47,blue-collar,married,1,1,no,no,telephone,may,fri,285,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1786,47,blue-collar,married,1,1,yes,no,telephone,may,fri,352,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1787,40,unemployed,married,3,1,yes,yes,telephone,may,fri,316,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1788,30,blue-collar,married,3,1,yes,no,telephone,may,fri,79,4,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1789,37,housemaid,married,1,2,yes,yes,telephone,may,fri,331,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1790,39,technician,married,6,1,no,no,telephone,may,fri,126,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1791,58,blue-collar,married,3,1,no,no,telephone,may,fri,76,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1793,34,blue-collar,married,3,2,yes,no,telephone,may,fri,24,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1794,43,blue-collar,married,1,2,no,no,telephone,may,fri,73,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1795,30,technician,married,6,1,yes,no,telephone,may,fri,253,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1797,46,blue-collar,divorced,3,1,yes,no,telephone,may,fri,133,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1798,32,admin.,single,7,1,yes,yes,telephone,may,fri,178,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1799,53,self-employed,married,7,1,no,no,telephone,may,fri,404,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1800,45,blue-collar,married,3,2,no,no,telephone,may,fri,275,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1801,31,blue-collar,married,3,1,no,no,telephone,may,fri,109,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1802,51,technician,married,6,1,no,no,telephone,may,fri,134,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1803,45,admin.,married,4,1,no,yes,telephone,may,fri,225,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1804,32,admin.,married,4,1,no,no,telephone,may,fri,129,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1805,43,admin.,married,4,1,yes,no,telephone,may,fri,93,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1806,34,admin.,married,4,1,yes,yes,telephone,may,fri,20,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1807,25,blue-collar,single,1,1,yes,no,telephone,may,fri,247,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1808,41,management,married,7,1,yes,no,telephone,may,fri,129,3,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1809,25,blue-collar,single,1,1,no,no,telephone,may,fri,324,1,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1812,44,admin.,married,3,1,no,no,telephone,may,fri,163,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1813,59,admin.,married,7,1,no,no,telephone,may,fri,279,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
1814,39,technician,divorced,6,1,no,no,telephone,may,fri,251,2,999,0,2,1.1,93.994,-36.4,4.855,5191,no
